# t,x,y,z,qx,qy,qz,qw
1772335308.905159,77.312704,-2.340273,7.378796,0.998566,0.033810,0.041346,-0.003542
1772335308.935160,77.626143,-2.364710,7.391029,0.998555,0.033932,0.041523,-0.003598
1772335308.965161,77.939520,-2.389182,7.403310,0.998545,0.034052,0.041660,-0.003617
1772335308.995161,78.252844,-2.413688,7.415637,0.998539,0.034170,0.041705,-0.003583
1772335309.025162,78.566107,-2.438229,7.428003,0.998532,0.034283,0.041785,-0.003505
1772335309.055163,78.879301,-2.462802,7.440365,0.998529,0.034394,0.041775,-0.003378
1772335309.085163,79.192435,-2.487405,7.452725,0.998524,0.034498,0.041832,-0.003201
1772335309.115164,79.505515,-2.512035,7.465049,0.998522,0.034597,0.041799,-0.002967
1772335309.145164,79.818533,-2.536688,7.477342,0.998520,0.034690,0.041807,-0.002696
1772335309.175165,80.131491,-2.561360,7.489570,0.998522,0.034776,0.041709,-0.002368
1772335309.205166,80.444373,-2.586043,7.501736,0.998521,0.034853,0.041684,-0.001997
1772335309.235167,80.757193,-2.610731,7.513810,0.998524,0.034923,0.041565,-0.001596
1772335309.265167,81.069945,-2.635418,7.525806,0.998524,0.034984,0.041523,-0.001153
1772335309.295168,81.382628,-2.660096,7.537696,0.998528,0.035037,0.041402,-0.000681
1772335309.325168,81.695242,-2.684756,7.549492,0.998530,0.035080,0.041323,-0.000200
1772335309.355169,82.007780,-2.709390,7.561160,0.998536,0.035115,0.041138,0.000299
1772335309.385170,82.320250,-2.733990,7.572707,0.998539,0.035141,0.041029,0.000803
1772335309.415170,82.632636,-2.758544,7.584101,0.998546,0.035160,0.040830,0.001284
1772335309.445171,82.944945,-2.783048,7.595358,0.998551,0.035170,0.040702,0.001757
1772335309.475172,83.257162,-2.807491,7.606445,0.998558,0.035173,0.040492,0.002202
1772335309.505172,83.569296,-2.831866,7.617376,0.998564,0.035170,0.040327,0.002604
1772335309.532173,83.850142,-2.853738,7.627048,0.998574,0.035163,0.040069,0.002936
1772335309.553173,84.068518,-2.870705,7.634473,0.998576,0.035154,0.039994,0.003162
1772335309.583174,84.380408,-2.894871,7.644931,0.998579,0.035139,0.039926,0.003444
1772335309.610174,84.661024,-2.916542,7.654214,0.998582,0.035123,0.039849,0.003647
1772335309.631175,84.879233,-2.933345,7.661368,0.998582,0.035108,0.039835,0.003777
1772335309.652175,85.097395,-2.950101,7.668468,0.998583,0.035093,0.039829,0.003876
1772335309.682176,85.408972,-2.973954,7.678538,0.998583,0.035070,0.039831,0.003978
1772335309.712177,85.720457,-2.997708,7.688474,0.998593,0.035045,0.039597,0.004045
1772335309.739177,86.000716,-3.018999,7.697309,0.998597,0.035022,0.039513,0.004068
1772335309.760178,86.218634,-3.035503,7.704076,0.998605,0.035003,0.039311,0.004077
1772335309.787178,86.498747,-3.056648,7.712643,0.998612,0.034978,0.039180,0.004065
1772335309.817179,86.809889,-3.080046,7.722034,0.998604,0.034952,0.039410,0.004026
1772335309.847179,87.120924,-3.103343,7.731347,0.998596,0.034924,0.039631,0.003986
1772335309.877180,87.431876,-3.126538,7.740650,0.998595,0.034895,0.039685,0.003960
1772335309.907181,87.742743,-3.149634,7.749954,0.998596,0.034863,0.039687,0.003940
1772335309.937181,88.053526,-3.172630,7.759225,0.998596,0.034829,0.039709,0.003951
1772335309.967182,88.364226,-3.195527,7.768406,0.998602,0.034792,0.039603,0.003988
1772335309.994183,88.643782,-3.216048,7.776598,0.998603,0.034756,0.039587,0.004053
1772335310.015183,88.861159,-3.231953,7.782894,0.998611,0.034724,0.039421,0.004131
1772335310.036184,89.078490,-3.247807,7.789140,0.998612,0.034691,0.039402,0.004232
1772335310.066184,89.388884,-3.270367,7.797969,0.998613,0.034639,0.039411,0.004392
1772335310.096185,89.699194,-3.292821,7.806711,0.998615,0.034581,0.039385,0.004604
1772335310.126185,90.009413,-3.315165,7.815379,0.998619,0.034517,0.039315,0.004861
1772335310.156186,90.319533,-3.337393,7.823984,0.998621,0.034446,0.039274,0.005139
1772335310.186187,90.629561,-3.359502,7.832494,0.998628,0.034367,0.039125,0.005462
1772335310.216187,90.939505,-3.381487,7.840912,0.998632,0.034280,0.039044,0.005824
1772335310.246188,91.249350,-3.403340,7.849216,0.998639,0.034187,0.038889,0.006170
1772335310.273189,91.528120,-3.422891,7.856618,0.998642,0.034097,0.038860,0.006493
1772335310.294189,91.744894,-3.438018,7.862326,0.998646,0.034025,0.038770,0.006717
1772335310.315190,91.961615,-3.453072,7.867995,0.998648,0.033946,0.038732,0.007009
1772335310.345190,92.271132,-3.474450,7.875989,0.998660,0.033828,0.038470,0.007368
1772335310.375191,92.580550,-3.495670,7.883870,0.998667,0.033704,0.038329,0.007741
1772335310.405191,92.889868,-3.516726,7.891627,0.998672,0.033575,0.038239,0.008063
1772335310.426192,93.106322,-3.531365,7.896997,0.998675,0.033481,0.038207,0.008271
1772335310.453192,93.384535,-3.550061,7.903811,0.998688,0.033355,0.037916,0.008537
1772335310.474193,93.600867,-3.564503,7.909036,0.998699,0.033254,0.037651,0.008723
1772335310.495193,93.817145,-3.578857,7.914205,0.998705,0.033152,0.037566,0.008881
1772335310.525194,94.126013,-3.599206,7.921447,0.998714,0.033004,0.037398,0.009077
1772335310.555195,94.434752,-3.619368,7.928544,0.998725,0.032853,0.037211,0.009229
1772335310.585195,94.743376,-3.639340,7.935509,0.998737,0.032699,0.036982,0.009342
1772335310.612196,95.021025,-3.657152,7.941682,0.998747,0.032560,0.036838,0.009392
1772335310.633196,95.236906,-3.670897,7.946396,0.998759,0.032450,0.036597,0.009419
1772335310.654197,95.452727,-3.684548,7.951059,0.998764,0.032341,0.036535,0.009419
1772335310.684197,95.760924,-3.703886,7.957599,0.998778,0.032185,0.036307,0.009383
1772335310.714198,96.068984,-3.723031,7.964040,0.998786,0.032030,0.036249,0.009311
1772335310.744199,96.376921,-3.741982,7.970438,0.998788,0.031877,0.036360,0.009206
1772335310.774199,96.684729,-3.760744,7.976795,0.998795,0.031724,0.036337,0.009064
1772335310.804200,96.992415,-3.779317,7.983157,0.998799,0.031573,0.036391,0.008899
1772335310.834201,97.299986,-3.797703,7.989551,0.998799,0.031424,0.036560,0.008711
1772335310.864201,97.607428,-3.815907,7.995996,0.998799,0.031277,0.036737,0.008509
1772335310.894202,97.914771,-3.833932,8.002537,0.998795,0.031132,0.037034,0.008291
1772335310.924202,98.222022,-3.851781,8.009196,0.998790,0.030989,0.037317,0.008069
1772335310.951203,98.498457,-3.867697,8.015333,0.998780,0.030863,0.037730,0.007865
1772335310.972203,98.713416,-3.879982,8.020202,0.998776,0.030764,0.037955,0.007705
1772335310.993204,98.928336,-3.892186,8.025190,0.998764,0.030668,0.038386,0.007550
1772335311.023205,99.235327,-3.909482,8.032553,0.998741,0.030532,0.039122,0.007327
1772335311.053205,99.542258,-3.926618,8.040226,0.998719,0.030396,0.039816,0.007113
1772335311.083206,99.849188,-3.943600,8.048270,0.998696,0.030261,0.040525,0.006912
1772335311.113207,100.156111,-3.960430,8.056712,0.998669,0.030127,0.041321,0.006727
1772335311.140207,100.432326,-3.975451,8.064631,0.998648,0.030005,0.041944,0.006572
1772335311.161207,100.647177,-3.987053,8.071018,0.998625,0.029910,0.042575,0.006464
1772335311.182208,100.862029,-3.998586,8.077604,0.998600,0.029816,0.043217,0.006364
1772335311.212209,101.168982,-4.014943,8.087374,0.998569,0.029679,0.044053,0.006241
1772335311.239209,101.445288,-4.029547,8.096535,0.998543,0.029554,0.044720,0.006150
1772335311.260210,101.660239,-4.040830,8.103904,0.998519,0.029456,0.045323,0.006095
1772335311.287210,101.936652,-4.055242,8.113667,0.998489,0.029329,0.046084,0.006034
1772335311.308211,102.151694,-4.066377,8.121486,0.998466,0.029228,0.046634,0.006005
1772335311.329211,102.366782,-4.077449,8.129506,0.998442,0.029126,0.047221,0.005988
1772335311.359212,102.674139,-4.093155,8.141291,0.998410,0.028978,0.047984,0.005978
1772335311.386212,102.950881,-4.107182,8.152202,0.998385,0.028841,0.048575,0.005992
1772335311.407213,103.166190,-4.118020,8.160843,0.998376,0.028732,0.048817,0.006011
1772335311.428213,103.381552,-4.128795,8.169587,0.998367,0.028622,0.049064,0.006032
1772335311.458214,103.689330,-4.144081,8.182266,0.998345,0.028460,0.049600,0.006122
1772335311.488214,103.997237,-4.159239,8.195111,0.998332,0.028294,0.049950,0.006206
1772335311.518215,104.305274,-4.174268,8.208073,0.998327,0.028123,0.050126,0.006328
1772335311.548216,104.613455,-4.189166,8.221111,0.998323,0.027948,0.050292,0.006464
1772335311.578217,104.921759,-4.203934,8.234145,0.998326,0.027768,0.050302,0.006610
1772335311.608217,105.230185,-4.218567,8.247151,0.998329,0.027583,0.050329,0.006776
1772335311.638218,105.538733,-4.233064,8.260071,0.998338,0.027393,0.050231,0.006962
1772335311.668218,105.847388,-4.247423,8.272901,0.998346,0.027200,0.050145,0.007142
1772335311.698219,106.156157,-4.261639,8.285590,0.998360,0.027001,0.049936,0.007342
1772335311.728220,106.465025,-4.275711,8.298136,0.998372,0.026798,0.049778,0.007556
1772335311.758220,106.773993,-4.289634,8.310513,0.998388,0.026592,0.049541,0.007748
1772335311.788221,107.083052,-4.303405,8.322748,0.998400,0.026381,0.049381,0.007957
1772335311.818222,107.392210,-4.317020,8.334812,0.998416,0.026167,0.049134,0.008160
1772335311.848222,107.701453,-4.330476,8.346734,0.998430,0.025950,0.048937,0.008348
1772335311.878223,108.010779,-4.343770,8.358484,0.998448,0.025729,0.048651,0.008534
1772335311.908223,108.320181,-4.356899,8.370083,0.998462,0.025506,0.048439,0.008711
1772335311.938224,108.629653,-4.369859,8.381513,0.998481,0.025280,0.048147,0.008864
1772335311.968225,108.939192,-4.382648,8.392802,0.998496,0.025052,0.047936,0.009006
1772335311.998225,109.248793,-4.395264,8.403930,0.998514,0.024822,0.047642,0.009134
1772335312.028226,109.558470,-4.407703,8.414923,0.998531,0.024591,0.047398,0.009230
1772335312.058227,109.868193,-4.419965,8.425753,0.998552,0.024359,0.047051,0.009312
1772335312.088227,110.177947,-4.432048,8.436431,0.998570,0.024126,0.046773,0.009371
1772335312.118228,110.487769,-4.443951,8.446938,0.998593,0.023893,0.046405,0.009400
1772335312.148229,110.797598,-4.455673,8.457296,0.998612,0.023661,0.046108,0.009409
1772335312.178229,111.107474,-4.467215,8.467480,0.998635,0.023428,0.045721,0.009396
1772335312.208230,111.417380,-4.478576,8.477509,0.998657,0.023197,0.045382,0.009347
1772335312.238230,111.727286,-4.489758,8.487350,0.998683,0.022966,0.044923,0.009289
1772335312.268231,112.037192,-4.500761,8.497011,0.998707,0.022738,0.044522,0.009199
1772335312.298232,112.347098,-4.511588,8.506474,0.998734,0.022510,0.044050,0.009096
1772335312.328233,112.657004,-4.522241,8.515763,0.998758,0.022286,0.043654,0.008965
1772335312.358233,112.966910,-4.532720,8.524854,0.998785,0.022063,0.043161,0.008830
1772335312.388234,113.276747,-4.543029,8.533771,0.998811,0.021843,0.042721,0.008664
1772335312.418234,113.586577,-4.553171,8.542480,0.998840,0.021625,0.042180,0.008504
1772335312.448235,113.896346,-4.563148,8.551001,0.998865,0.021411,0.041720,0.008320
1772335312.478236,114.206076,-4.572964,8.559319,0.998894,0.021198,0.041181,0.008144
1772335312.508236,114.515746,-4.582620,8.567467,0.998918,0.020989,0.040730,0.007949
1772335312.538237,114.825346,-4.592121,8.575420,0.998945,0.020782,0.040202,0.007770
1772335312.568238,115.134863,-4.601470,8.583217,0.998969,0.020578,0.039751,0.007572
1772335312.598238,115.444296,-4.610670,8.590831,0.998996,0.020376,0.039205,0.007394
1772335312.628239,115.753638,-4.619723,8.598295,0.999019,0.020178,0.038765,0.007205
1772335312.658240,116.062888,-4.628632,8.605598,0.999043,0.019981,0.038261,0.007033
1772335312.688240,116.372023,-4.637404,8.612780,0.999064,0.019788,0.037861,0.006854
1772335312.718241,116.681052,-4.646038,8.619832,0.999085,0.019596,0.037409,0.006696
1772335312.745241,116.959075,-4.653694,8.626102,0.999101,0.019426,0.037102,0.006541
1772335312.766242,117.175246,-4.659575,8.630915,0.999118,0.019295,0.036732,0.006434
1772335312.787242,117.391356,-4.665392,8.635703,0.999128,0.019165,0.036544,0.006330
1772335312.817243,117.699973,-4.673593,8.642470,0.999147,0.018981,0.036142,0.006170
1772335312.847244,118.008460,-4.681668,8.649192,0.999161,0.018800,0.035871,0.006022
1772335312.877244,118.316802,-4.689621,8.655900,0.999171,0.018622,0.035712,0.005870
1772335312.907245,118.625006,-4.697453,8.662633,0.999182,0.018446,0.035541,0.005713
1772335312.937245,118.933074,-4.705166,8.669417,0.999192,0.018272,0.035361,0.005557
1772335312.967246,119.241004,-4.712763,8.676280,0.999199,0.018102,0.035273,0.005386
1772335312.997247,119.548796,-4.720249,8.683223,0.999208,0.017934,0.035147,0.005218
1772335313.027247,119.856452,-4.727624,8.690274,0.999209,0.017768,0.035205,0.005055
1772335313.057248,120.163962,-4.734893,8.697433,0.999219,0.017606,0.035056,0.004843
1772335313.087249,120.471343,-4.742059,8.704745,0.999222,0.017447,0.035060,0.004640
1772335313.117249,120.778586,-4.749125,8.712184,0.999227,0.017292,0.035018,0.004418
1772335313.147250,121.085700,-4.756097,8.719778,0.999228,0.017141,0.035090,0.004183
1772335313.177251,121.392676,-4.762978,8.727540,0.999230,0.016993,0.035133,0.003940
1772335313.207251,121.699515,-4.769772,8.735497,0.999229,0.016850,0.035259,0.003681
1772335313.237252,122.006239,-4.776485,8.743647,0.999230,0.016711,0.035327,0.003419
1772335313.267252,122.312834,-4.783120,8.752024,0.999227,0.016576,0.035509,0.003136
1772335313.297253,122.619315,-4.789684,8.760621,0.999225,0.016446,0.035639,0.002863
1772335313.327254,122.925681,-4.796182,8.769467,0.999219,0.016320,0.035881,0.002571
1772335313.357255,123.231947,-4.802618,8.778575,0.999215,0.016198,0.036078,0.002287
1772335313.387255,123.538100,-4.808998,8.787958,0.999208,0.016081,0.036344,0.001999
1772335313.417256,123.844153,-4.815328,8.797612,0.999203,0.015968,0.036544,0.001724
1772335313.447256,124.150122,-4.821612,8.807565,0.999194,0.015860,0.036847,0.001447
1772335313.477257,124.456000,-4.827855,8.817795,0.999187,0.015754,0.037079,0.001195
1772335313.507258,124.761801,-4.834064,8.828328,0.999177,0.015653,0.037406,0.000945
1772335313.537258,125.067526,-4.840242,8.839167,0.999169,0.015554,0.037677,0.000724
1772335313.567259,125.373183,-4.846393,8.850314,0.999158,0.015459,0.038000,0.000515
1772335313.597260,125.678778,-4.852522,8.861757,0.999150,0.015366,0.038243,0.000337
1772335313.627260,125.984320,-4.858633,8.873510,0.999139,0.015276,0.038576,0.000174
1772335313.654261,126.259253,-4.864119,8.884331,0.999132,0.015195,0.038787,0.000059
1772335313.675261,126.473074,-4.868378,8.892922,0.999121,0.015134,0.039086,-0.000020
1772335313.696262,126.686858,-4.872632,8.901671,0.999110,0.015073,0.039398,-0.000086
1772335313.726262,126.992262,-4.878700,8.914464,0.999096,0.014986,0.039780,-0.000151
1772335313.753263,127.267104,-4.884153,8.926231,0.999090,0.014909,0.039969,-0.000191
1772335313.774263,127.480834,-4.888390,8.935532,0.999081,0.014849,0.040214,-0.000205
1772335313.795264,127.694563,-4.892623,8.945017,0.999064,0.014789,0.040654,-0.000205
1772335313.825264,127.999892,-4.898663,8.958881,0.999045,0.014702,0.041148,-0.000185
1772335313.855265,128.305220,-4.904697,8.973119,0.999029,0.014615,0.041572,-0.000139
1772335313.885266,128.610549,-4.910722,8.987729,0.999009,0.014527,0.042075,-0.000073
1772335313.915266,128.915877,-4.916738,9.002692,0.998991,0.014437,0.042519,0.000023
1772335313.945267,129.221266,-4.922744,9.018002,0.998972,0.014346,0.043007,0.000125
1772335313.972268,129.496199,-4.928138,9.032053,0.998957,0.014262,0.043366,0.000243
1772335313.993268,129.710036,-4.932326,9.043180,0.998940,0.014196,0.043777,0.000341
1772335314.014268,129.923873,-4.936506,9.054483,0.998922,0.014129,0.044226,0.000448
1772335314.044269,130.229430,-4.942462,9.070930,0.998898,0.014031,0.044781,0.000606
1772335314.074270,130.535063,-4.948397,9.087739,0.998876,0.013930,0.045296,0.000779
1772335314.104270,130.840773,-4.954310,9.104916,0.998851,0.013828,0.045866,0.000960
1772335314.134271,131.146559,-4.960195,9.122416,0.998830,0.013722,0.046359,0.001145
1772335314.164272,131.452483,-4.966051,9.140248,0.998805,0.013614,0.046926,0.001336
1772335314.194272,131.758483,-4.971874,9.158395,0.998783,0.013504,0.047421,0.001535
1772335314.224273,132.064589,-4.977661,9.176848,0.998759,0.013391,0.047943,0.001726
1772335314.254274,132.370833,-4.983408,9.195552,0.998743,0.013276,0.048292,0.001912
1772335314.284274,132.677214,-4.989113,9.214525,0.998719,0.013157,0.048804,0.002118
1772335314.314275,132.983717,-4.994771,9.233724,0.998702,0.013038,0.049181,0.002299
1772335314.344275,133.290358,-5.000381,9.253155,0.998682,0.012915,0.049605,0.002489
1772335314.374276,133.597136,-5.005938,9.272779,0.998668,0.012790,0.049923,0.002669
1772335314.404277,133.904067,-5.011439,9.292584,0.998653,0.012663,0.050236,0.002836
1772335314.434277,134.211134,-5.016882,9.312508,0.998645,0.012534,0.050416,0.002999
1772335314.464278,134.518355,-5.022265,9.332534,0.998636,0.012404,0.050618,0.003155
1772335314.494279,134.825713,-5.027585,9.352605,0.998634,0.012272,0.050692,0.003289
1772335314.524279,135.133223,-5.032838,9.372717,0.998629,0.012139,0.050805,0.003418
1772335314.554280,135.440871,-5.038024,9.392810,0.998631,0.012005,0.050786,0.003532
1772335314.584280,135.748641,-5.043141,9.412876,0.998634,0.011871,0.050763,0.003629
1772335314.614281,136.056563,-5.048189,9.432850,0.998643,0.011735,0.050597,0.003713
1772335314.644282,136.364623,-5.053162,9.452718,0.998652,0.011600,0.050459,0.003782
1772335314.674283,136.672789,-5.058063,9.472429,0.998666,0.011465,0.050206,0.003831
1772335314.704283,136.981047,-5.062891,9.491986,0.998678,0.011330,0.049993,0.003864
1772335314.734284,137.289427,-5.067644,9.511338,0.998695,0.011196,0.049674,0.003879
1772335314.764284,137.597914,-5.072324,9.530496,0.998712,0.011064,0.049374,0.003869
1772335314.794285,137.906447,-5.076929,9.549410,0.998734,0.010932,0.048959,0.003848
1772335314.824286,138.215117,-5.081462,9.568080,0.998753,0.010803,0.048598,0.003799
1772335314.854286,138.523802,-5.085921,9.586480,0.998775,0.010676,0.048165,0.003739
1772335314.884287,138.832594,-5.090308,9.604643,0.998794,0.010552,0.047802,0.003651
1772335314.914288,139.141432,-5.094626,9.622533,0.998817,0.010429,0.047361,0.003552
1772335314.944288,139.450270,-5.098875,9.640182,0.998837,0.010311,0.046971,0.003427
1772335314.974289,139.759200,-5.103058,9.657560,0.998861,0.010195,0.046506,0.003293
1772335315.004290,140.068190,-5.107176,9.674689,0.998880,0.010084,0.046123,0.003134
1772335315.034290,140.377181,-5.111233,9.691554,0.998904,0.009975,0.045644,0.002973
1772335315.064291,140.686171,-5.115232,9.708192,0.998922,0.009871,0.045266,0.002789
1772335315.094291,140.995162,-5.119175,9.724573,0.998944,0.009770,0.044818,0.002604
1772335315.124292,141.304152,-5.123065,9.740736,0.998963,0.009673,0.044432,0.002406
1772335315.151293,141.582244,-5.126524,9.755069,0.998984,0.009589,0.043978,0.002230
1772335315.172293,141.798537,-5.129188,9.766099,0.998995,0.009526,0.043749,0.002089
1772335315.193294,142.014830,-5.131831,9.777030,0.999005,0.009465,0.043549,0.001948
1772335315.214294,142.231124,-5.134454,9.787871,0.999015,0.009405,0.043323,0.001816
1772335315.244295,142.509215,-5.137798,9.801661,0.999038,0.009331,0.042810,0.001640
1772335315.262295,142.725508,-5.140378,9.812254,0.999058,0.009275,0.042366,0.001513
1772335315.283295,142.941741,-5.142943,9.822491,0.999079,0.009221,0.041895,0.001372
1772335315.304296,143.157836,-5.145495,9.831473,0.999128,0.009170,0.040717,0.001185
1772335315.331296,143.435652,-5.148755,9.843287,0.999139,0.009100,0.040466,0.001124
1772335315.352297,143.651732,-5.151275,9.852880,0.999146,0.009051,0.040309,0.000994
